,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,OUT/NOT_OUT,mach_id
176,U.A.E. Vs Namibia,Namibia,10,Bernard Scholtz,,1,1,0,0,100.00,NOT_OUT,T20I # 1836
177,West Indies Vs Ireland,West Indies,1,Kyle Mayers,c Tector b McCarthy,1,5,0,0,20.00,OUT,T20I # 1837
178,West Indies Vs Ireland,West Indies,2,Johnson Charles,c Campher b Simi Singh,24,18,3,1,133.33,OUT,T20I # 1837
179,West Indies Vs Ireland,West Indies,3,Evin Lewis,c Adair b Delany,13,18,0,0,72.22,OUT,T20I # 1837
180,West Indies Vs Ireland,West Indies,4,Brandon King,,62,48,6,1,129.16,NOT_OUT,T20I # 1837
181,West Indies Vs Ireland,West Indies,5,Nicholas Pooran ,c Tector b Delany,13,11,0,1,118.18,OUT,T20I # 1837
182,West Indies Vs Ireland,West Indies,6,Rovman Powell,c Tector b Delany,6,8,1,0,75.00,OUT,T20I # 1837
183,West Indies Vs Ireland,West Indies,7,Odean Smith,,19,12,1,2,158.33,NOT_OUT,T20I # 1837
184,West Indies Vs Ireland,Ireland,1,Paul Stirling,,66,48,6,2,137.50,NOT_OUT,T20I # 1837
185,West Indies Vs Ireland,Ireland,2,Andy Balbirnie,c Mayers b Hosein,37,23,3,3,160.86,OUT,T20I # 1837
186,West Indies Vs Ireland,Ireland,3,Lorcan Tucker ,,45,35,2,2,128.57,NOT_OUT,T20I # 1837
187,Scotland Vs Zimbabwe,Scotland,1,George Munsey,c Shumba b Ngarava,54,51,7,0,105.88,OUT,T20I # 1838
188,Scotland Vs Zimbabwe,Scotland,2,Michael Jones,c Sikandar Raza b Chatara,4,5,1,0,80.00,OUT,T20I # 1838
189,Scotland Vs Zimbabwe,Scotland,3,Matthew Cross ,c Madhevere b Ngarava,1,7,0,0,14.28,OUT,T20I # 1838
190,Scotland Vs Zimbabwe,Scotland,4,Richie Berrington,c Shumba b Sikandar Raza,13,15,0,0,86.66,OUT,T20I # 1838
191,Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,c Jongwe b Chatara,25,26,1,0,96.15,OUT,T20I # 1838
192,Scotland Vs Zimbabwe,Scotland,6,Michael Leask, b Muzarabani,12,9,2,0,133.33,OUT,T20I # 1838
193,Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,,3,7,0,0,42.85,NOT_OUT,T20I # 1838
194,Scotland Vs Zimbabwe,Scotland,8,Josh Davey,,4,3,0,0,133.33,NOT_OUT,T20I # 1838
195,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva ,lbw b Wheal,4,3,1,0,133.33,OUT,T20I # 1838
196,Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine,c MacLeod b Watt,58,54,6,0,107.40,OUT,T20I # 1838
197,Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere, b Davey,0,5,0,0,0.00,OUT,T20I # 1838
198,Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,c Wheal b Leask,7,12,0,0,58.33,OUT,T20I # 1838
199,Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c â€ Cross b Davey,40,23,3,2,173.91,OUT,T20I # 1838
200,Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,,11,11,0,0,100.00,NOT_OUT,T20I # 1838
201,Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,,9,5,1,0,180.00,NOT_OUT,T20I # 1838
202,New Zealand Vs Australia,New Zealand,1,Finn Allen, b Hazlewood,42,16,5,3,262.50,OUT,T20I # 1839
203,New Zealand Vs Australia,New Zealand,2,Devon Conway ,,92,58,7,2,158.62,NOT_OUT,T20I # 1839
204,New Zealand Vs Australia,New Zealand,3,Kane Williamson,lbw b Zampa,23,23,1,1,100.00,OUT,T20I # 1839
205,New Zealand Vs Australia,New Zealand,4,Glenn Phillips,c & b Hazlewood,12,10,2,0,120.00,OUT,T20I # 1839
206,New Zealand Vs Australia,New Zealand,5,James Neesham,,26,13,0,2,200.00,NOT_OUT,T20I # 1839
207,New Zealand Vs Australia,Australia,1,David Warner, b Southee,5,6,1,0,83.33,OUT,T20I # 1839
208,New Zealand Vs Australia,Australia,2,Aaron Finch,c Williamson b Santner,13,11,1,1,118.18,OUT,T20I # 1839
209,New Zealand Vs Australia,Australia,3,Mitchell Marsh,c Neesham b Southee,16,12,2,1,133.33,OUT,T20I # 1839
210,New Zealand Vs Australia,Australia,4,Glenn Maxwell, b Sodhi,28,20,3,1,140.00,OUT,T20I # 1839
211,New Zealand Vs Australia,Australia,5,Marcus Stoinis,c Phillips b Santner,7,14,0,0,50.00,OUT,T20I # 1839
212,New Zealand Vs Australia,Australia,6,Tim David,c Neesham b Santner,11,8,0,1,137.50,OUT,T20I # 1839
213,New Zealand Vs Australia,Australia,7,Matthew Wade ,c â€ Conway b Ferguson,2,4,0,0,50.00,OUT,T20I # 1839
214,New Zealand Vs Australia,Australia,8,Pat Cummins,c â€ Conway b Southee,21,18,2,1,116.66,OUT,T20I # 1839
215,New Zealand Vs Australia,Australia,9,Mitchell Starc, b Boult,4,7,0,0,57.14,OUT,T20I # 1839
216,New Zealand Vs Australia,Australia,10,Adam Zampa, b Boult,0,2,0,0,0.00,OUT,T20I # 1839
217,New Zealand Vs Australia,Australia,11,Josh Hazlewood,,1,1,0,0,100.00,NOT_OUT,T20I # 1839
218,Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai,c Livingstone b Stokes,7,17,1,0,41.17,OUT,T20I # 1840
219,Afghanistan Vs England,Afghanistan,2,Rahmanullah Gurbaz ,c â€ Buttler b Wood,10,9,0,1,111.11,OUT,T20I # 1840
220,Afghanistan Vs England,Afghanistan,3,Ibrahim Zadran,c Ali b Curran,32,32,3,1,100.00,OUT,T20I # 1840
221,Afghanistan Vs England,Afghanistan,4,Usman Ghani,c Livingstone b Curran,30,30,3,0,100.00,OUT,T20I # 1840
222,Afghanistan Vs England,Afghanistan,5,Najibullah Zadran,c Rashid b Stokes,13,11,0,1,118.18,OUT,T20I # 1840
223,Afghanistan Vs England,Afghanistan,6,Mohammad Nabi,c â€ Buttler b Wood,3,5,0,0,60.00,OUT,T20I # 1840
224,Afghanistan Vs England,Afghanistan,7,Azmatullah Omarzai,c Stokes b Curran,8,6,1,0,133.33,OUT,T20I # 1840
225,Afghanistan Vs England,Afghanistan,8,Rashid Khan,c Hales b Curran,0,1,0,0,0.00,OUT,T20I # 1840
226,Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman,c & b Woakes,0,1,0,0,0.00,OUT,T20I # 1840
227,Afghanistan Vs England,Afghanistan,10,Fareed Ahmad,,2,4,0,0,50.00,NOT_OUT,T20I # 1840
228,Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi,c Malan b Curran,0,2,0,0,0.00,OUT,T20I # 1840
229,Afghanistan Vs England,England,1,Jos Buttler ,c Mujeeb Ur Rahman b Fazalhaq Farooqi,18,18,3,0,100.00,OUT,T20I # 1840
230,Afghanistan Vs England,England,2,Alex Hales,c Fazalhaq Farooqi b Fareed Ahmad,19,20,0,1,95.00,OUT,T20I # 1840
231,Afghanistan Vs England,England,3,Dawid Malan,c Mohammad Nabi b Mujeeb Ur Rahman,18,30,0,0,60.00,OUT,T20I # 1840
232,Afghanistan Vs England,England,4,Ben Stokes, b Mohammad Nabi,2,4,0,0,50.00,OUT,T20I # 1840
233,Afghanistan Vs England,England,5,Liam Livingstone,,29,21,3,0,138.09,NOT_OUT,T20I # 1840
234,Afghanistan Vs England,England,6,Harry Brook,c Ibrahim Zadran b Rashid Khan,7,6,0,0,116.66,OUT,T20I # 1840
235,Afghanistan Vs England,England,7,Moeen Ali,,8,10,0,0,80.00,NOT_OUT,T20I # 1840
236,Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,c Rajapaksa b DM de Silva,34,25,4,1,136.00,OUT,T20I # 1841
237,Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie, b Kumara,1,5,0,0,20.00,OUT,T20I # 1841
238,Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker , b Theekshana,10,11,1,0,90.90,OUT,T20I # 1841
239,Ireland Vs Sri Lanka,Ireland,4,Harry Tector,c Shanaka b Fernando,45,42,2,1,107.14,OUT,T20I # 1841
240,Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,c Asalanka b Karunaratne,2,4,0,0,50.00,OUT,T20I # 1841
241,Ireland Vs Sri Lanka,Ireland,6,George Dockrell, b Theekshana,14,16,0,0,87.50,OUT,T20I # 1841
242,Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,c Karunaratne b PWH de Silva,9,6,1,0,150.00,OUT,T20I # 1841
243,Ireland Vs Sri Lanka,Ireland,8,Mark Adair,c Karunaratne b PWH de Silva,0,1,0,0,0.00,OUT,T20I # 1841
244,Ireland Vs Sri Lanka,Ireland,9,Simi Singh,,7,8,1,0,87.50,NOT_OUT,T20I # 1841
245,Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,,2,2,0,0,100.00,NOT_OUT,T20I # 1841
246,Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis ,,68,43,5,3,158.13,NOT_OUT,T20I # 1841
247,Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,c â€ Tucker b Delany,31,25,2,1,124.00,OUT,T20I # 1841
248,Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,,31,22,2,0,140.90,NOT_OUT,T20I # 1841
249,Pakistan Vs India,Pakistan,1,Mohammad Rizwan ,c Kumar b Arshdeep Singh,4,12,1,0,33.33,OUT,T20I # 1842
250,Pakistan Vs India,Pakistan,2,Babar Azam,lbw b Arshdeep Singh,0,1,0,0,0.00,OUT,T20I # 1842
251,Pakistan Vs India,Pakistan,3,Shan Masood,,52,42,5,0,123.80,NOT_OUT,T20I # 1842
252,Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,lbw b Mohammed Shami,51,34,2,4,150.00,OUT,T20I # 1842
253,Pakistan Vs India,Pakistan,5,Shadab Khan,c Yadav b Pandya,5,6,1,0,83.33,OUT,T20I # 1842
254,Pakistan Vs India,Pakistan,6,Haider Ali,c Yadav b Pandya,2,4,0,0,50.00,OUT,T20I # 1842
255,Pakistan Vs India,Pakistan,7,Mohammad Nawaz,c â€ Karthik b Pandya,9,6,2,0,150.00,OUT,T20I # 1842
256,Pakistan Vs India,Pakistan,8,Asif Ali,c â€ Karthik b Arshdeep Singh,2,3,0,0,66.66,OUT,T20I # 1842
257,Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,c & b Kumar,16,8,1,1,200.00,OUT,T20I # 1842
258,Pakistan Vs India,Pakistan,10,Haris Rauf,,6,4,0,1,150.00,NOT_OUT,T20I # 1842
259,Pakistan Vs India,India,1,KL Rahul, b Naseem Shah,4,8,0,0,50.00,OUT,T20I # 1842
260,Pakistan Vs India,India,2,Rohit Sharma,c Iftikhar Ahmed b Haris Rauf,4,7,0,0,57.14,OUT,T20I # 1842
261,Pakistan Vs India,India,3,Virat Kohli,,82,53,6,4,154.71,NOT_OUT,T20I # 1842
262,Pakistan Vs India,India,4,Suryakumar Yadav,c â€ Mohammad Rizwan b Haris Rauf,15,10,2,0,150.00,OUT,T20I # 1842
263,Pakistan Vs India,India,5,Axar Patel,run out (Babar Azam/â€ Mohammad Rizwan),2,3,0,0,66.66,OUT,T20I # 1842
264,Pakistan Vs India,India,6,Hardik Pandya,c Babar Azam b Mohammad Nawaz,40,37,1,2,108.10,OUT,T20I # 1842
265,Pakistan Vs India,India,7,Dinesh Karthik ,st â€ Mohammad Rizwan b Mohammad Nawaz,1,2,0,0,50.00,OUT,T20I # 1842
266,Pakistan Vs India,India,8,Ravichandran Ashwin,,1,1,0,0,100.00,NOT_OUT,T20I # 1842
267,Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,c van Beek b Pringle,25,20,4,0,125.00,OUT,T20I # 1843
268,Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar,c de Leede b van Meekeren,14,14,2,0,100.00,OUT,T20I # 1843
269,Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,c Cooper b van Beek,9,11,0,0,81.81,OUT,T20I # 1843
270,Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan,c de Leede b Shariz Ahmad,7,9,0,0,77.77,OUT,T20I # 1843
271,Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain,c â€ Edwards b de Leede,38,27,2,2,140.74,OUT,T20I # 1843
272,Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali, b van Meekeren,3,5,0,0,60.00,OUT,T20I # 1843
273,Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan ,c van Meekeren b de Leede,13,18,0,0,72.22,OUT,T20I # 1843
274,Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain,,20,12,2,1,166.66,NOT_OUT,T20I # 1843
275,Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed,c van Beek b Klaassen,0,1,0,0,0.00,OUT,T20I # 1843
276,Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud,,0,3,0,0,0.00,NOT_OUT,T20I # 1843
277,Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,c Yasir Ali b Taskin Ahmed,0,1,0,0,0.00,OUT,T20I # 1843
278,Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,run out (Afif Hossain/Shakib Al Hasan),8,8,0,1,100.00,OUT,T20I # 1843
279,Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,c â€ Nurul Hasan b Taskin Ahmed,0,1,0,0,0.00,OUT,T20I # 1843
280,Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,c Mosaddek Hossain b Taskin Ahmed,62,48,6,2,129.16,OUT,T20I # 1843
281,Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,run out (Najmul Hossain Shanto/â€ Nurul Hasan),0,0,0,0,-,OUT,T20I # 1843
282,Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards ,c Hasan Mahmud b Shakib Al Hasan,16,24,1,0,66.66,OUT,T20I # 1843
283,Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle, b Hasan Mahmud,1,6,0,0,16.66,OUT,T20I # 1843
284,Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,c Taskin Ahmed b Hasan Mahmud,2,5,0,0,40.00,OUT,T20I # 1843
285,Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,c Hasan Mahmud b Taskin Ahmed,9,8,1,0,112.50,OUT,T20I # 1843
286,Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,,7,6,0,0,116.66,NOT_OUT,T20I # 1843
287,Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,c Litton Das b Soumya Sarkar,24,14,3,1,171.42,OUT,T20I # 1843
288,Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva ,c â€ de Kock b Ngidi,8,8,0,1,100.00,OUT,T20I # 1844
289,Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine,c Ngidi b Parnell,2,6,0,0,33.33,OUT,T20I # 1844
290,Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams,run out (Miller),1,1,0,0,100.00,OUT,T20I # 1844
291,Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza,c â€ de Kock b Ngidi,0,2,0,0,0.00,OUT,T20I # 1844
292,Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere,,35,18,4,1,194.44,NOT_OUT,T20I # 1844
293,Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba,c â€ de Kock b Nortje,18,20,2,0,90.00,OUT,T20I # 1844
294,Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock ,,47,18,8,1,261.11,NOT_OUT,T20I # 1844
295,Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma,,2,2,0,0,100.00,NOT_OUT,T20I # 1844
296,Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,run out (Marsh/â€ Wade),40,45,2,0,88.88,OUT,T20I # 1845
297,Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis ,c Marsh b Cummins,5,6,1,0,83.33,OUT,T20I # 1845
298,Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva,c Warner b Agar,26,23,3,0,113.04,OUT,T20I # 1845
299,Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka,,38,25,3,2,152.00,NOT_OUT,T20I # 1845
300,Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa,c Cummins b Starc,7,5,1,0,140.00,OUT,T20I # 1845
301,Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka,c â€ Wade b Maxwell,3,5,0,0,60.00,OUT,T20I # 1845
302,Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga de Silva,c â€ Wade b Hazlewood,1,4,0,0,25.00,OUT,T20I # 1845
303,Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,,14,7,2,0,200.00,NOT_OUT,T20I # 1845
304,Sri Lanka Vs Australia,Australia,1,David Warner,c Shanaka b Theekshana,11,10,0,0,110.00,OUT,T20I # 1845
305,Sri Lanka Vs Australia,Australia,2,Aaron Finch,,31,42,0,1,73.80,NOT_OUT,T20I # 1845
306,Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,c Rajapaksa b DM de Silva,17,17,1,1,100.00,OUT,T20I # 1845
307,Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,c sub (KNA Bandara) b Karunaratne,23,12,2,2,191.66,OUT,T20I # 1845
308,Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,,59,18,4,6,327.77,NOT_OUT,T20I # 1845
309,Ireland Vs England,Ireland,1,Paul Stirling,c Curran b Wood,14,8,1,1,175.00,OUT,T20I # 1846
310,Ireland Vs England,Ireland,2,Andy Balbirnie,c Hales b Livingstone,62,47,5,2,131.91,OUT,T20I # 1846
311,Ireland Vs England,Ireland,3,Lorcan Tucker ,run out (Rashid),34,27,3,1,125.92,OUT,T20I # 1846
312,Ireland Vs England,Ireland,4,Harry Tector,c â€ Buttler b Wood,0,2,0,0,0.00,OUT,T20I # 1846
313,Ireland Vs England,Ireland,5,Curtis Campher,c â€ Buttler b Wood,18,11,3,0,163.63,OUT,T20I # 1846
314,Ireland Vs England,Ireland,6,George Dockrell, b Livingstone,0,1,0,0,0.00,OUT,T20I # 1846
315,Ireland Vs England,Ireland,7,Gareth Delany,,12,10,1,0,120.00,NOT_OUT,T20I # 1846
316,Ireland Vs England,Ireland,8,Mark Adair,c Curran b Livingstone,4,4,0,0,100.00,OUT,T20I # 1846
317,Ireland Vs England,Ireland,9,Barry McCarthy, b Curran,3,3,0,0,100.00,OUT,T20I # 1846
318,Ireland Vs England,Ireland,10,Fionn Hand, b Curran,1,2,0,0,50.00,OUT,T20I # 1846
319,Ireland Vs England,Ireland,11,Josh Little,c â€ Buttler b Stokes,0,1,0,0,0.00,OUT,T20I # 1846
320,Ireland Vs England,England,1,Jos Buttler ,c â€ Tucker b Little,0,2,0,0,0.00,OUT,T20I # 1846
321,Ireland Vs England,England,2,Alex Hales,c Adair b Little,7,5,1,0,140.00,OUT,T20I # 1846
322,Ireland Vs England,England,3,Dawid Malan,c Hand b McCarthy,35,37,2,0,94.59,OUT,T20I # 1846
323,Ireland Vs England,England,4,Ben Stokes, b Hand,6,8,0,0,75.00,OUT,T20I # 1846
324,Ireland Vs England,England,5,Harry Brook,c Delany b Dockrell,18,21,1,0,85.71,OUT,T20I # 1846
325,Ireland Vs England,England,6,Moeen Ali,,24,12,3,1,200.00,NOT_OUT,T20I # 1846
326,Ireland Vs England,England,7,Liam Livingstone,,1,2,0,0,50.00,NOT_OUT,T20I # 1846
327,South Africa Vs Bangladesh,South Africa,1,Temba Bavuma,c â€ Nurul Hasan b Taskin Ahmed,2,6,0,0,33.33,OUT,T20I # 1847
328,South Africa Vs Bangladesh,South Africa,2,Quinton de Kock ,c Soumya Sarkar b Afif Hossain,63,38,7,3,165.78,OUT,T20I # 1847
329,South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw,c Litton Das b Shakib Al Hasan,109,56,7,8,194.64,OUT,T20I # 1847
330,South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,c Litton Das b Shakib Al Hasan,7,7,1,0,100.00,OUT,T20I # 1847
331,South Africa Vs Bangladesh,South Africa,5,Aiden Markram,c Soumya Sarkar b Hasan Mahmud,10,11,1,0,90.90,OUT,T20I # 1847
332,South Africa Vs Bangladesh,South Africa,6,David Miller,,2,4,0,0,50.00,NOT_OUT,T20I # 1847
333,South Africa Vs Bangladesh,South Africa,7,Wayne Parnell,,0,2,0,0,0.00,NOT_OUT,T20I # 1847
334,South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto, b Nortje,9,9,1,0,100.00,OUT,T20I # 1847
335,South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,c â€ de Kock b Nortje,15,6,0,2,250.00,OUT,T20I # 1847
336,South Africa Vs Bangladesh,Bangladesh,3,Litton Das,c Stubbs b Shamsi,34,31,1,1,109.67,OUT,T20I # 1847
337,South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,lbw b Nortje,1,4,0,0,25.00,OUT,T20I # 1847
338,South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,c Parnell b Rabada,1,5,0,0,20.00,OUT,T20I # 1847
339,South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,c Markram b Shamsi,11,13,0,0,84.61,OUT,T20I # 1847
340,South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,st â€ de Kock b Maharaj,0,3,0,0,0.00,OUT,T20I # 1847
341,South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan ,c Nortje b Shamsi,2,6,0,0,33.33,OUT,T20I # 1847
342,South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed, b Nortje,10,17,1,0,58.82,OUT,T20I # 1847
343,South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,run out (Rabada),0,2,0,0,0.00,OUT,T20I # 1847
344,South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,,9,3,0,1,300.00,NOT_OUT,T20I # 1847
345,India Vs Netherlands,India,1,KL Rahul,lbw b van Meekeren,9,12,1,0,75.00,OUT,T20I # 1848
346,India Vs Netherlands,India,2,Rohit Sharma,c Ackermann b Klaassen,53,39,4,3,135.89,OUT,T20I # 1848
347,India Vs Netherlands,India,3,Virat Kohli,,62,44,3,2,140.90,NOT_OUT,T20I # 1848
348,India Vs Netherlands,India,4,Suryakumar Yadav,,51,25,7,1,204.00,NOT_OUT,T20I # 1848
349,India Vs Netherlands,Netherlands,1,Vikramjit Singh, b Kumar,1,9,0,0,11.11,OUT,T20I # 1848
350,India Vs Netherlands,Netherlands,2,Max O'Dowd, b Patel,16,10,3,0,160.00,OUT,T20I # 1848
